City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Ostersund,SE,2020-08-27 02:40:09,63.18,14.64,44.6,87,0,11.41
307,Jian,CN,2020-08-27 02:51:35,27.12,114.98,86.4,57,6,4.43
308,Akdepe,TM,2020-08-27 02:49:46,42.06,59.38,60.8,59,0,4.7
309,Marystown,CA,2020-08-27 02:48:19,47.17,-55.15,59.0,100,4,1.01
310,Gamba,GA,2020-08-27 02:45:49,-2.65,10.0,74.41,89,100,7.76
311,Zhezkazgan,KZ,2020-08-27 02:45:51,47.8,67.71,60.8,44,75,2.24
312,Tarancon,ES,2020-08-27 02:51:35,40.01,-3.01,77.0,48,0,4.97
313,Arlit,NE,2020-08-27 02:43:00,18.74,7.39,84.4,52,54,5.53
314,Tonj,SS,2020-08-27 02:50:35,7.27,28.68,69.42,92,1,1.43
315,Netolice,CZ,2020-08-27 02:51:35,49.05,14.2,60.01,83,1,1.99
316,Camacha,PT,2020-08-27 02:42:40,33.08,-16.33,73.4,73,20,3.36
317,Severo-Kurilsk,RU,2020-08-27 02:43:03,50.68,156.12,53.69,88,100,20.58
318,Fairbanks,US,2020-08-27 02:38:45,64.84,-147.72,60.8,77,75,1.86
319,Akureyri,IS,2020-08-27 02:51:36,65.68,-18.09,44.6,87,75,0.49
320,Matagami,CA,2020-08-27 02:43:48,49.75,-77.63,46.4,70,1,4.03
321,Muzhi,RU,2020-08-27 02:47:51,65.37,64.67,58.08,84,7,3.71
322,Rundu,NA,2020-08-27 02:43:37,-17.93,19.77,61.09,33,11,2.39
323,Saint-Augustin,CA,2020-08-27 02:43:03,51.23,-58.65,49.08,69,0,14.74
324,Laguna,US,2020-08-27 02:42:51,38.42,-121.42,79.0,41,1,9.17
325,Zeya,RU,2020-08-27 02:42:59,53.75,127.27,64.42,50,0,6.93
326,Batagay,RU,2020-08-27 02:43:47,67.63,134.63,55.0,39,79,3.69
327,Sosua,DO,2020-08-27 02:51:36,19.77,-70.52,82.0,88,20,11.36
328,Kodinsk,RU,2020-08-27 02:50:34,58.69,99.18,67.14,56,99,1.79
329,Ballina,AU,2020-08-27 02:48:52,-28.87,153.57,73.0,55,40,10.29
330,Tharad,IN,2020-08-27 02:51:36,24.4,71.63,82.11,79,18,13.31
331,Monrovia,LR,2020-08-27 02:48:54,6.3,-10.8,75.96,86,22,8.81
332,Kirovskaya,RU,2020-08-27 02:51:36,46.97,40.04,55.4,66,24,4.47
333,Tigil,RU,2020-08-27 02:49:42,57.8,158.67,48.29,92,100,9.33
334,Vestmannaeyjar,IS,2020-08-27 02:42:45,63.44,-20.27,49.32,76,0,12.44
335,Qasigiannguit,GL,2020-08-27 02:47:27,68.82,-51.19,42.8,60,0,3.02
336,Yalta,UA,2020-08-27 02:51:37,44.5,34.17,71.13,61,93,7.94
337,Yumen,CN,2020-08-27 02:43:38,40.28,97.2,66.85,26,8,16.44
338,George Town,MY,2020-08-27 02:42:40,5.41,100.34,86.0,79,20,2.24
339,Wuwei,CN,2020-08-27 02:51:37,37.93,102.64,71.58,22,98,10.87
340,Bulembu,SZ,2020-08-27 02:51:37,-25.97,31.13,55.99,81,3,8.05
341,Kurdzhinovo,RU,2020-08-27 02:51:37,43.99,40.96,56.62,57,6,5.17
342,Seminole,US,2020-08-27 02:49:42,28.71,-81.21,82.99,78,1,6.93
343,Vanimo,PG,2020-08-27 02:42:43,-2.67,141.3,86.5,62,55,7.85
344,Paris,FR,2020-08-27 02:46:47,48.85,2.35,57.99,87,78,1.12
345,Bhan,PK,2020-08-27 02:51:37,26.56,67.72,85.3,73,24,5.17
346,Grindavik,IS,2020-08-27 02:43:02,63.84,-22.43,48.2,81,90,2.24
347,Ust-Nera,RU,2020-08-27 02:51:37,64.57,143.2,48.76,51,4,4.74
348,Provideniya,RU,2020-08-27 02:42:45,64.38,-173.3,55.4,71,75,11.18
349,Belchatow,PL,2020-08-27 02:51:37,51.37,19.36,62.6,72,75,23.04
350,Tyrma,RU,2020-08-27 02:51:37,50.08,132.17,67.33,71,100,0.18
351,Talnakh,RU,2020-08-27 02:43:54,69.49,88.4,55.4,93,10,11.18
352,Mawlaik,MM,2020-08-27 02:42:54,23.63,94.42,79.5,89,99,1.14
353,Codo,BR,2020-08-27 02:51:04,-4.46,-43.89,74.46,73,91,3.76
354,Sandwick,GB,2020-08-27 02:42:55,60.0,-1.25,50.0,87,62,8.05
355,Aguimes,ES,2020-08-27 02:48:56,27.91,-15.45,84.0,69,5,12.75
356,Dohar,BD,2020-08-27 02:51:38,23.59,90.15,84.2,79,75,4.7
357,Naze,JP,2020-08-27 02:42:41,28.37,129.48,84.2,83,75,25.28
358,Batitang,PH,2020-08-27 02:51:38,15.4,120.81,87.28,66,100,2.57
359,Ternate,ID,2020-08-27 02:49:45,0.8,127.4,84.81,69,5,8.57
360,Mackay,AU,2020-08-27 02:43:02,-21.15,149.2,73.4,60,59,19.46
361,Khromtau,KZ,2020-08-27 02:48:27,50.25,58.43,68.72,65,48,4.47
362,Tecamac,MX,2020-08-27 02:49:45,19.73,-98.97,64.4,72,75,9.17
363,Seia,PT,2020-08-27 02:51:38,40.42,-7.71,66.99,95,0,1.01
364,Anchorage,US,2020-08-27 02:39:08,61.22,-149.9,59.0,67,90,6.93
365,Tehachapi,US,2020-08-27 02:51:38,35.13,-118.45,75.99,47,1,10.29
366,Kahului,US,2020-08-27 02:42:47,20.89,-156.47,87.8,48,1,25.28
367,Ust-Karsk,RU,2020-08-27 02:51:38,52.7,118.81,71.01,36,64,5.75
368,Muroto,JP,2020-08-27 02:45:52,33.28,134.15,87.8,74,20,5.82
369,Dongsheng,CN,2020-08-27 02:43:54,39.82,109.98,76.03,35,0,11.23
370,Aswan,EG,2020-08-27 02:43:40,24.09,32.91,81.46,26,3,7.02
371,Ornskoldsvik,SE,2020-08-27 02:45:53,63.29,18.72,42.8,81,7,9.17
372,Wexford,IE,2020-08-27 02:51:39,52.33,-6.46,57.99,90,98,7.11
373,Chapais,CA,2020-08-27 02:43:38,49.78,-74.85,48.2,66,90,6.93
374,Chardara,KZ,2020-08-27 02:51:39,41.25,67.97,65.44,70,0,5.97
375,Noumea,NC,2020-08-27 02:42:45,-22.28,166.46,75.2,50,76,19.46
376,Touros,BR,2020-08-27 02:41:41,-5.2,-35.46,73.4,88,40,4.7
377,Indiana,US,2020-08-27 02:51:39,40.0,-86.25,80.6,88,1,6.93
378,Norrtalje,SE,2020-08-27 02:51:39,59.76,18.7,55.99,78,0,1.01
379,Jumla,NP,2020-08-27 02:42:45,29.27,82.18,69.73,59,59,4.0
380,Berdigestyakh,RU,2020-08-27 02:50:40,62.1,126.7,61.97,31,0,5.88
381,Kifri,IQ,2020-08-27 02:51:39,34.7,44.97,77.97,23,0,4.27
382,Phalombe,MW,2020-08-27 02:51:39,-15.81,35.65,67.59,53,33,2.33
383,Suntar,RU,2020-08-27 02:51:39,62.14,117.63,64.71,31,0,2.64
384,Necochea,AR,2020-08-27 02:38:12,-38.55,-58.74,48.99,94,47,8.99
385,Atar,MR,2020-08-27 02:42:47,20.52,-13.05,92.12,38,69,2.95
386,Panaba,MX,2020-08-27 02:43:03,21.28,-88.27,79.09,86,50,11.14
387,Vryburg,ZA,2020-08-27 02:46:55,-26.96,24.73,48.94,39,43,4.7
388,Guapore,BR,2020-08-27 02:51:39,-28.85,-51.89,59.0,80,66,2.82
389,Lasa,IT,2020-08-27 02:42:44,46.62,10.7,53.6,76,5,4.7
390,Ostashkov,RU,2020-08-27 02:51:40,57.15,33.11,47.35,90,43,4.97
391,Topolobampo,MX,2020-08-27 02:49:43,25.6,-109.05,90.0,59,4,3.0
392,Cotonou,BJ,2020-08-27 02:51:40,6.37,2.42,75.2,94,40,8.05
393,Neuquen,AR,2020-08-27 02:39:19,-38.95,-68.06,55.4,30,79,17.22
394,Rio Grande,BR,2020-08-27 02:42:44,-0.92,-48.06,78.8,83,79,6.93
395,Launceston,AU,2020-08-27 02:43:46,-41.45,147.17,57.0,76,75,19.46
396,Pasni,PK,2020-08-27 02:50:44,25.26,63.47,82.54,85,98,13.31
397,Kuusamo,FI,2020-08-27 02:51:40,65.97,29.18,46.4,93,90,4.7
398,Itarema,BR,2020-08-27 02:42:56,-2.92,-39.92,78.01,83,40,14.79
399,Constitucion,CL,2020-08-27 02:42:47,-35.33,-72.42,48.6,90,3,4.99
400,Solyanka,RU,2020-08-27 02:51:40,46.39,48.02,60.8,87,0,4.47
401,Carndonagh,IE,2020-08-27 02:51:40,55.25,-7.27,51.98,94,100,5.48
402,Verkhnevilyuysk,RU,2020-08-27 02:49:36,63.45,120.32,63.68,32,0,2.35
403,Kjollefjord,NO,2020-08-27 02:43:04,70.95,27.35,44.94,75,95,13.6
404,Aksu,CN,2020-08-27 02:42:57,41.12,80.26,81.01,22,100,16.62
405,Nantucket,US,2020-08-27 02:42:38,41.28,-70.1,64.4,77,1,8.05
406,Loukhi,RU,2020-08-27 02:49:18,66.08,33.04,47.01,88,100,9.62
407,Parkes,AU,2020-08-27 02:48:22,-33.13,148.18,63.0,32,0,3.0
408,Balakhninskiy,RU,2020-08-27 02:51:41,58.01,114.28,64.35,45,0,3.89
409,Dingle,PH,2020-08-27 02:42:55,11.0,122.67,87.46,72,7,8.3
410,Quelimane,MZ,2020-08-27 02:42:43,-17.88,36.89,75.2,88,75,3.36
411,Ramtek,IN,2020-08-27 02:51:41,21.4,79.33,78.8,83,75,4.7
412,Hovd,MN,2020-08-27 02:45:58,48.01,91.64,55.96,42,2,6.15
413,Warah,PK,2020-08-27 02:51:41,27.45,67.8,86.2,70,28,5.59
414,Riyadh,SA,2020-08-27 02:42:58,24.69,46.72,80.6,26,95,4.7
415,Awbari,LY,2020-08-27 02:51:41,26.59,12.78,75.33,27,0,8.99
416,Katobu,ID,2020-08-27 02:51:41,-4.94,122.53,85.64,61,73,10.27
417,Wanning,CN,2020-08-27 02:48:17,18.8,110.4,89.74,64,85,7.92
418,Teya,RU,2020-08-27 02:42:45,60.38,92.63,59.31,79,11,5.28
419,Redlands,US,2020-08-27 02:47:36,34.06,-117.18,93.2,28,5,13.87
420,Leningradskiy,RU,2020-08-27 02:42:46,69.38,178.42,40.33,85,96,5.77
421,Asau,RO,2020-08-27 02:42:50,46.43,26.4,59.0,87,7,1.12
422,Sisimiut,GL,2020-08-27 02:42:47,66.94,-53.67,45.93,76,98,1.14
423,Srandakan,ID,2020-08-27 02:51:41,-7.94,110.25,83.75,58,2,16.35
424,Krasnoarmeysk,RU,2020-08-27 02:51:41,51.02,45.7,64.99,60,82,7.94
425,Hambantota,LK,2020-08-27 02:43:00,6.12,81.12,82.4,83,20,5.82
426,Manaskent,RU,2020-08-27 02:51:41,42.73,47.68,62.6,88,0,2.24
427,Kiunga,PG,2020-08-27 02:48:58,-6.12,141.29,86.59,63,81,4.41
428,Lima,PE,2020-08-27 02:42:24,-12.04,-77.03,60.8,82,90,10.29
429,Poum,NC,2020-08-27 02:43:02,-20.23,164.02,70.12,69,37,11.77
430,Sibolga,ID,2020-08-27 02:42:47,1.74,98.78,85.53,60,79,2.91
431,Illapel,CL,2020-08-27 02:48:04,-31.63,-71.17,47.53,67,0,1.41
432,Mujiayingzi,CN,2020-08-27 02:45:59,42.12,118.78,67.96,65,100,15.12
433,Cambridge,CA,2020-08-27 02:51:42,43.36,-80.31,66.99,100,75,8.05
434,Ust-Maya,RU,2020-08-27 02:49:01,60.42,134.53,58.55,66,88,4.81
435,Cairns,AU,2020-08-27 02:46:00,-16.92,145.77,80.6,39,75,21.92
436,Normandin,CA,2020-08-27 02:51:42,48.83,-72.53,48.2,61,20,11.41
437,Kostomuksha,RU,2020-08-27 02:51:42,64.57,30.58,46.11,89,100,2.37
438,Umea,SE,2020-08-27 02:51:35,63.83,20.26,39.2,93,16,3.36
439,Sechura,PE,2020-08-27 02:45:43,-5.56,-80.82,62.62,78,39,11.7
440,Impfondo,CG,2020-08-27 02:47:52,1.64,18.07,71.19,89,100,1.41
441,Mahon,ES,2020-08-27 02:51:42,39.89,4.27,73.4,94,0,3.36
442,Daru,PG,2020-08-27 02:43:40,-9.08,143.21,77.92,79,85,20.38
443,Alpena,US,2020-08-27 02:50:25,45.06,-83.43,69.8,94,90,8.05
444,Parana,AR,2020-08-27 02:51:42,-31.73,-60.52,60.01,84,35,5.99
445,Pasighat,IN,2020-08-27 02:42:59,28.07,95.33,85.96,68,1,2.8
446,Waipawa,NZ,2020-08-27 02:43:45,-41.41,175.52,51.8,76,100,24.16
447,Abilene,US,2020-08-27 02:48:59,32.45,-99.73,89.6,38,1,5.82
448,Fort-Shevchenko,KZ,2020-08-27 02:49:44,44.51,50.26,73.47,45,0,13.87
449,Taksimo,RU,2020-08-27 02:51:43,56.34,114.88,64.83,47,0,3.87
450,Penzance,GB,2020-08-27 02:51:43,50.12,-5.54,57.99,93,100,6.93
451,Santa Rosa,US,2020-08-27 02:43:01,34.68,-80.78,79.0,95,62,3.78
452,Pedasi,PA,2020-08-27 02:51:43,7.53,-80.03,77.58,78,78,11.3
453,Babu,CN,2020-08-27 02:51:43,24.42,111.52,86.52,53,0,3.62
454,Mao,ES,2020-08-27 02:46:47,39.89,4.27,73.4,94,0,3.36
455,Tianpeng,CN,2020-08-27 02:51:43,30.99,103.94,90.0,40,0,2.44
456,Faya,SA,2020-08-27 02:42:40,18.39,42.45,69.8,68,87,3.36
457,Doka,SD,2020-08-27 02:45:52,13.52,35.77,67.78,96,99,11.99
458,Nabire,ID,2020-08-27 02:51:43,-3.37,135.48,86.27,60,73,4.52
459,Tura,IN,2020-08-27 02:40:05,25.52,90.22,82.74,74,20,5.14
460,Fredericksburg,US,2020-08-27 02:41:31,38.3,-77.46,77.0,78,1,5.64
461,Tulun,RU,2020-08-27 02:51:43,54.56,100.58,55.4,91,100,11.23
462,Zalantun,CN,2020-08-27 02:51:43,48.0,122.72,65.5,88,100,7.4
463,Sept-Iles,CA,2020-08-27 02:42:41,50.2,-66.38,51.01,93,90,13.87
464,Kabale,UG,2020-08-27 02:51:44,-1.25,29.99,58.98,76,0,2.08
465,Kavaratti,IN,2020-08-27 02:42:50,10.57,72.64,81.95,73,100,13.22
466,Niksar,TR,2020-08-27 02:51:44,40.59,36.95,63.21,78,90,2.62
467,Marawi,PH,2020-08-27 02:42:55,8.0,124.29,84.99,74,14,5.01
468,Kharp,RU,2020-08-27 02:48:23,66.8,65.81,57.79,74,0,1.79
469,Ust-Omchug,RU,2020-08-27 02:51:44,61.15,149.63,50.67,52,88,9.06
470,Lucapa,AO,2020-08-27 02:49:02,-8.42,20.74,69.51,71,17,3.09
471,Yeppoon,AU,2020-08-27 02:49:29,-23.13,150.73,73.4,38,90,10.29
472,Moerai,PF,2020-08-27 02:51:44,-22.43,-151.33,71.28,68,13,6.46
473,Lakatoro,VU,2020-08-27 02:49:39,-16.1,167.42,79.61,79,69,19.71
474,Usinsk,RU,2020-08-27 02:47:15,65.99,57.53,53.01,87,100,14.56
475,Sretensk,RU,2020-08-27 02:51:44,52.25,117.71,68.74,41,92,8.88
476,Araouane,ML,2020-08-27 02:45:56,18.9,-3.53,92.12,37,4,6.49
477,Sinop,TR,2020-08-27 02:51:44,41.77,34.87,57.67,59,7,2.66
478,Mago,RU,2020-08-27 02:51:44,53.25,140.18,61.57,73,96,6.08
479,Atambua,ID,2020-08-27 02:42:54,-9.11,124.89,84.92,41,48,8.3
480,Kemijarvi,FI,2020-08-27 02:51:44,66.71,27.43,46.24,90,100,4.94
481,Chimore,BO,2020-08-27 02:51:44,-16.98,-65.13,74.88,70,13,1.59
482,Oranjestad,AW,2020-08-27 02:43:52,12.52,-70.03,84.2,79,20,20.8
483,College,US,2020-08-27 02:41:24,64.86,-147.8,60.8,72,75,1.77
484,Taoudenni,ML,2020-08-27 02:42:48,22.68,-3.98,94.66,18,0,2.91
485,Kendari,ID,2020-08-27 02:45:53,-3.94,122.5,83.61,63,46,4.52
486,Neiafu,TO,2020-08-27 02:49:31,-18.65,-173.98,82.4,58,20,11.41
487,Uri,IN,2020-08-27 02:51:44,34.08,74.03,65.05,77,100,3.13
488,Chara,RU,2020-08-27 02:42:59,56.91,118.26,57.97,42,0,1.59
489,Hobyo,SO,2020-08-27 02:48:26,5.35,48.53,77.0,80,100,21.59
490,Batagay-Alyta,RU,2020-08-27 02:48:21,67.8,130.41,51.28,44,0,2.93
491,Hillsborough,US,2020-08-27 02:51:45,37.57,-122.38,62.6,82,75,12.75
492,Hatillo,PR,2020-08-27 02:51:45,18.49,-66.83,82.0,96,19,12.93
493,Billings,US,2020-08-27 02:42:16,45.78,-108.5,82.4,26,75,5.82
494,Svetlyy,RU,2020-08-27 02:43:48,54.67,20.13,60.8,93,75,4.47
495,Vilyuysk,RU,2020-08-27 02:45:51,63.76,121.62,63.19,34,0,2.59
496,Ojinaga,MX,2020-08-27 02:51:45,29.57,-104.42,91.4,22,1,6.93
497,Khabary,RU,2020-08-27 02:51:45,53.63,79.53,64.02,78,0,7.07
498,Sozopol,BG,2020-08-27 02:51:45,42.42,27.7,68.0,93,55,6.93
499,Bingerville,CI,2020-08-27 02:47:52,5.36,-3.89,75.2,94,20,4.7
500,Honningsvag,NO,2020-08-27 02:42:48,70.98,25.97,46.13,69,93,13.29
501,Balkanabat,TM,2020-08-27 02:45:59,39.51,54.37,75.16,25,0,7.61
502,Bud,US,2020-08-27 02:43:47,39.45,-86.18,80.01,88,1,7.45
503,Portland,US,2020-08-27 02:40:45,45.52,-122.68,77.0,56,0,1.01
504,Buin,CL,2020-08-27 02:47:16,-33.73,-70.75,50.0,71,75,4.7
505,Manitouwadge,CA,2020-08-27 02:51:45,49.12,-85.84,58.14,99,100,3.4
506,Roma,US,2020-08-27 02:43:42,43.21,-75.46,55.4,76,1,0.63
507,Wegorzewo,PL,2020-08-27 02:51:45,54.22,21.74,57.38,96,100,5.7
508,Gazojak,TM,2020-08-27 02:51:45,41.19,61.4,71.19,28,0,8.14
509,Rincon,US,2020-08-27 02:44:35,32.3,-81.24,78.8,83,90,1.86
510,Broome,US,2020-08-27 02:42:57,42.25,-75.83,64.0,77,90,3.36
511,Alofi,NU,2020-08-27 02:43:02,-19.06,-169.92,78.8,65,75,10.29
512,Valavanur,IN,2020-08-27 02:51:46,11.92,79.58,84.99,70,100,6.2
513,Deputatskiy,RU,2020-08-27 02:42:59,69.3,139.9,44.37,60,16,8.66
514,Rosarito,MX,2020-08-27 02:45:46,32.33,-117.03,75.2,88,5,14.99
515,Luangwa,ZM,2020-08-27 02:51:46,-15.62,30.42,65.66,53,26,2.39
516,Malanville,BJ,2020-08-27 02:51:46,11.87,3.39,75.13,88,100,4.9
517,Matay,EG,2020-08-27 02:45:56,28.42,30.78,74.35,52,0,8.84
518,Alghero,IT,2020-08-27 02:51:46,40.56,8.32,69.8,100,0,1.12
519,Bol,TD,2020-08-27 02:49:33,13.46,14.71,79.61,80,98,2.26
520,Kasungu,MW,2020-08-27 02:51:46,-13.03,33.48,63.23,72,58,5.35
521,Chachapoyas,PE,2020-08-27 02:51:46,-6.23,-77.87,54.82,87,78,2.84
522,Bernalillo,US,2020-08-27 02:51:46,35.05,-106.67,81.0,32,75,18.34
523,Namibe,AO,2020-08-27 02:42:46,-15.2,12.15,61.07,87,54,10.38
524,Akyab,MM,2020-08-27 02:51:47,20.15,92.9,81.39,83,100,7.61
